sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,bonus,pctaff,meals,open,hrsopen,psoda,pfry,pentree,nregs,nregs11,type2,status2,date2,ncalls2,empft2,emppt2,nmgrs2,wage_st2,inctime2,firstin2,special2,meals2,open2r,hrsopen2,psoda2,pfry2,pentree2,nregs2,nregs112,fte1,fte2,dfte
401,3,0,1,0,0,1,0,0,0,0,8,6,4,4.25,13,.17,1,18,2,7,16,1.12,1.02,1.02,6,4,1,1,111792,2,5,27,4,5.0500002,26,.15000001,0,2,6,16,1.12,1.05,1.05,6,4,15,22.5,7.5
402,3,1,1,0,0,1,0,0,0,2,11,10,3,4.75,26,.25,0,20,2,6,16,1.12,1.02,1.0599999,4,2,1,1,111692,,17,5,2,5.0500002,26,.13,0,2,7,15,1.11,1.05,1.05,4,1,19,21.5,2.5
403,3,1,1,0,0,1,0,0,0,2,13,31,,5.0500002,26,.15000001,0,10,2,6,18,1.09,1.12,1.0599999,5,4,1,1,111892,3,11,23,3,5.0500002,13,,1,2,7,16,1.11,1.0599999,1.05,4,4,,25.5,
405,3,1,1,0,0,1,0,0,0,3,6,17,3,4.3200002,26,.12,0,57,2,6,17,1.12,1.02,1.0599999,7,4,1,1,111692,,1.5,15,3,5.0500002,26,.15000001,0,2,7,16,1.12,1.01,1.05,6,3,17.5,12,-5.5
406,4,1,1,0,0,1,0,0,0,0,12,35,4,5,,.31999999,0,0,1,10.5,11.5,1.02,,2.1400001,2,2,1,1,111392,,17,22,4,5.5,13,,,1,10.5,12.5,.83999997,.94,1.99,2,2,33.5,32,-1.5
527,2,1,0,0,0,0,0,1,0,0,2,12,3,4.75,52,.12,0,90,3,11,10,.94999999,.74000001,2.3299999,4,3,1,1,111492,,1,14,3,4.25,4,.30000001,0,1,11,11,.94999999,.83999997,2.53,4,3,11,11,0
408,4,1,1,0,0,1,0,0,0,2,5,10,2,5.75,26,.15000001,1,0,2,11,10.5,1.17,1.17,1.38,1,1,1,1,111392,,8,7,3,5.5,26,.15000001,0,2,11,10.5,1.05,1.16,2.3199999,1,1,12,14.5,2.5
409,1,0,1,0,0,1,0,0,0,0,3,60,2,5,39,,0,0,1,7,15,1.1900001,.87,.94999999,3,3,1,1,111792,2,0,15,3,5.0500002,,,0,1,7,15,1.09,1.04,1.01,3,3,35,10.5,-24.5
410,1,0,1,0,0,1,0,0,0,0,0,35,3,4.25,26,.1,0,,3,7,16,1.04,1.12,1.02,4,3,1,1,111692,,0,35,3,5.0500002,26,.1,1,2,7,16,1.1900001,.98000002,1.01,4,3,20.5,20.5,0
411,1,0,1,0,0,1,0,0,0,1,0,36,3,4.5,26,.1,0,100,2,7,16,1.16,1.02,1.09,5,4,1,1,111692,,4,36,3,5.0500002,4,.13,1,2,7,16,1.15,1.01,1.01,5,4,21,25,4
412,2,0,1,0,1,0,0,0,0,0,0,17,2,4.5,,.37,0,18,1,11,11,1.0599999,1.02,2.3399999,5,2,1,1,111292,,0,13,2,5.0500002,,,0,1,11,11,1.15,1.05,2.6400001,5,3,10.5,8.5,-2
413,1,0,1,0,0,1,0,0,0,0,0,36,5,4.25,9,.5,0,100,1,6,17,1.12,1.02,1.0599999,4,3,1,1,110792,,0,20,3,5.0500002,26,.13,1,1,7,17,1.11,1.01,1.05,4,2,23,13,-10
414,1,0,1,0,0,1,0,0,0,0,0,36,5,4.25,26,,0,45,1,7,16,1.0599999,.94999999,1.11,4,2,1,1,111692,,13,9,4,5.0500002,26,.38,1,3,7,16,1.15,.94999999,1.13,4,3,23,21.5,-1.5
415,1,0,1,0,0,1,0,0,0,0,8,32,5,4.25,9,,1,65,2,7,16,1.0599999,.91000003,.98000002,5,3,1,1,110792,,0,38,4,5.0500002,52,,0,2,7,16,1.05,.89999998,1.04,4,2,29,23,-6
417,1,1,1,0,0,1,0,0,0,0,4,28,3,4.25,13,.2,1,90,2,7,16,1.05,.94,1.0700001,4,4,1,1,110992,,13,17,4,5.0500002,26,.15000001,1,3,7,16,1.11,1.09,1,3,2,21,25.5,4.5
418,1,0,1,0,0,1,0,0,0,2,30,15,4,4.25,26,.1,1,10,2,8,15,1.02,1.01,.51999998,4,3,1,1,110992,,0,35,4,5.0500002,26,.15000001,0,2,7,16,1.03,.89999998,.58999997,3,3,41.5,21.5,-20
419,2,1,1,0,0,1,0,0,0,4,3,10,4,4.25,,.5,0,15,2,11,11,1.0599999,.85000002,2.3399999,4,4,2,1,121592,4,5,5,2,5.0500002,,,0,1,11,11,1.05,.83999997,2.53,4,3,12,9.5,-2.5
421,2,1,1,0,0,1,0,0,0,3,20,10,8,4.6199999,4,.37,0,10,2,10.5,13,1.0599999,.85000002,2.3399999,4,2,1,1,111792,3,25,7,8,5.0500002,4,1,0,2,10.5,13,1.05,.83999997,2.3199999,4,2,33,36.5,3.5
422,2,0,1,0,0,1,0,0,0,2,0,7,3,4.75,,.25,0,,2,10,11,1.0599999,.85000002,2.3399999,4,2,1,1,111492,2,5,10,6,5.0500002,,,0,1,11,11,1.01,.83999997,2.3199999,4,4,6.5,16,9.5
423,2,1,1,0,0,1,0,0,0,3,2,10,2,4.9499998,13,.5,1,33,1,11,12,1.0599999,.85000002,2.3399999,3,2,1,1,111492,1,19,3.5,3,5.25,13,.5,0,1,11,11,1.05,.83999997,2.3199999,3,2,9,23.75,14.75
424,2,1,1,0,0,1,0,0,0,0,3.5,6.5,3,4.75,13,.25,0,45,1,11,11,1.0599999,.85000002,2.3399999,5,3,1,1,111792,1,12,3,4,5.25,19,.5,0,1,11,14,1.05,.94,2.3199999,5,3,9.75,17.5,7.75
426,3,1,1,0,0,1,0,0,0,0,3,33,5,4.25,26,.15000001,0,75,2,5,19,1.1799999,1.02,1.0599999,5,3,1,1,111192,,5,25,3,5.0500002,19,.25,1,2,6,18,1.11,1.05,1.05,6,5,24.5,20.5,-4
427,4,0,1,0,0,1,0,0,0,3,7,8,3,4.75,13,.1,0,40,2,10.5,12.5,1.0599999,.98000002,2.03,2,2,2,1,121792,4,0,35,3,5.0500002,,,1,2,10.5,12.5,1.11,1.09,2.0699999,2,2,14,20.5,6.5
428,4,0,1,0,0,1,0,0,0,2,0,33,3,4.6199999,13,.12,0,100,2,10.5,12.5,1.0599999,.98000002,1.0599999,2,2,1,1,111392,,10,24,3,5.1399999,13,.1,0,2,10.5,12.5,1.05,.88999999,2.1099999,2,2,19.5,25,5.5
430,1,0,0,0,0,0,1,0,0,0,20,25,4,4.25,13,.15000001,0,44,2,7,15,.94999999,.75,.80000001,3,3,1,1,110792,,0,48,3,4.25,26,.13,0,2,7,16,.91000003,.73000002,.75,3,3,36.5,27,-9.5
432,1,0,0,0,0,0,1,0,0,0,20,55,5,4.5,17,.15000001,0,75,2,7,16,.94,.74000001,.79000002,4,3,1,1,110792,1,25,10,4,5.0500002,26,.2,0,2,7,16,.94,.74000001,.79000002,3,1,52.5,34,-18.5
433,1,0,0,0,0,0,1,0,0,0,10,30,4,4.25,13,.15000001,0,75,2,7,16,.94999999,.73000002,.80000001,3,3,2,1,123092,6,0,42,4,,,,0,2,7,16,.94,.74000001,.74000001,3,3,29,25,-4
434,1,0,0,0,0,0,1,0,0,2,15,50,5,4.25,6,.25,0,77,2,7,16,.94999999,.75,,3,3,1,1,111692,,19,29,4,4.25,,,0,2,7,16,.94999999,.80000001,.80000001,3,3,45,37.5,-7.5
435,1,0,0,0,0,0,1,0,0,1,1,37.5,3,4.25,4,.17,1,25,2,6.5,15.5,.94999999,.75,.79000002,3,3,1,1,110792,,0,32,5,4.25,6,.15000001,1,2,6.5,15.5,.94,.74000001,.79000002,3,2,22.75,21,-1.75
438,2,0,0,0,0,0,1,0,0,2,0,9,3,4.25,52,.07,0,11,2,11,8,1.01,.83999997,2.4300001,2,1,1,1,111292,,2,9,3,4.25,52,.050000001,0,2,11,9,.94999999,.83999997,2.4300001,2,1,7.5,9.5,2
440,4,0,0,0,0,0,1,0,0,2,0,25,3,4.25,19,.15000001,0,100,2,10.5,11.5,.88999999,.79000002,2.01,2,2,1,1,111392,,0,30,3,,,,0,2,10.5,11.5,1,.80000001,1.8,2,2,15.5,18,2.5
441,4,0,0,0,0,0,1,0,0,2,30,10,3,4.25,4,.25,1,100,2,10.5,11.5,.88999999,.76999998,.83999997,2,2,1,1,111392,,0,30,3,4.25,4,.25,0,2,10.5,11.5,1,.80000001,1.8099999,2,2,38,18,-20
443,4,0,0,0,0,0,1,0,0,0,4,19,4,4.25,4,.25,0,95,2,10.5,11.5,.88999999,.79000002,1.8,2,2,1,1,111392,,5,20,4,4.3499999,17,.18000001,0,2,10.5,11.5,1,.80000001,1.8099999,2,2,17.5,19,1.5
444,4,0,0,0,0,0,1,0,0,2,12,20,3,4.25,19,.37,0,,2,10.5,12.5,.88999999,.80000001,.83999997,2,2,1,1,111392,,10,35,4,4.5,4,.30000001,0,2,10.5,11.5,.88999999,,.79000002,2,2,25,31.5,6.5
445,1,0,0,0,0,0,0,1,0,0,50,35,3,5,26,.1,0,0,2,6,18,1.04,.88,.94,3,3,1,1,110792,,15,18,5,4.75,26,.15000001,0,2,6,18,1.04,.86000001,.94,3,3,70.5,29,-41.5
446,1,0,0,0,0,0,0,1,0,2,,,3,4.5,4,.25,0,50,2,6,18,1.03,.83999997,.94,,,1,1,110792,,7,24,4,5,4,.25,1,2,6,18,.97000003,.83999997,.91000003,4,3,,23,
448,1,0,0,0,0,0,0,1,0,0,8,18,4,4.75,4,.25,1,78,2,6,18,.97000003,.83999997,.91000003,3,3,1,1,111892,1,8,27,3,4.5,13,.25,0,2,6,18,.95999998,.82999998,.87,3,3,21,24.5,3.5
449,1,0,0,0,0,0,0,1,0,2,0,25,3,4.8699999,3.5,,0,3,2,6,18,,,,4,4,1,1,110792,,15,15,5,5,52,.25,0,2,6,18,.97000003,.83999997,.73000002,3,3,15.5,27.5,12
450,1,0,0,0,0,0,0,1,0,0,2,21,3,4.75,13,.15000001,0,50,2,6.5,16.5,.97000003,.81999999,.83999997,3,3,1,1,111892,2,27.5,8,3,4.75,13,.25,1,2,6,18,.91000003,.83999997,.86000001,3,3,15.5,34.5,19
451,1,0,0,0,0,0,0,1,0,0,10,17,5,5,52,.25,0,0,2,0,24,1.05,.83999997,.95999998,6,4,1,1,111792,2,26,9,6,5,26,.2,0,2,0,24,1.11,.83999997,.94,6,3,23.5,36.5,13
454,2,1,0,0,0,0,0,1,0,0,1,9,3,4.5,4,.15000001,0,,2,11,10,.94,.73000002,2.53,4,3,1,1,111292,,0,18,5,5,13,.25,0,1,11,11,.94,.73000002,2.6400001,4,3,8.5,14,5.5
455,2,1,0,0,0,0,0,1,0,0,2,8,5,5.25,13,.25,0,0,1,11,10,.73000002,.73000002,2.3199999,2,2,1,1,111292,,3,12,2,5,13,.25,0,2,11,11,.94,.83999997,2.3199999,4,3,11,11,0
458,2,1,0,0,0,0,1,0,0,2,2,10,2,5,19,.15000001,0,0,1,11,10,.94,.73000002,2.3199999,4,4,1,1,111792,1,2,9,2,5,13,.25,0,1,11,10.5,.89999998,.73000002,2.3199999,4,3,9,8.5,-.5
459,3,1,0,0,0,0,0,1,0,0,5,20,3,4.25,13,.37,0,,2,6,16,1.05,.89999998,.94,5,,2,1,122292,1,0,20,5,4.3499999,28,.15000001,1,2,7,15,1.01,1.01,.88999999,4,2,18,15,-3
462,3,1,0,0,0,0,0,1,0,0,2.5,20,3,5,13,.37,1,5,2,9,12.5,1.05,1.01,1.11,4,4,2,1,122292,1,1,25,4,4.75,13,.2,0,2,9,12,1.01,1.01,.88999999,6,3,15.5,17.5,2
466,4,0,0,0,0,0,0,1,0,2,8,17.5,4,4.75,17,.30000001,1,65,3,10.5,11.5,.94,.80000001,.94,2,2,1,1,111892,5,14,12,3,,52,,0,1,10.5,11.5,.94,,,2,2,20.75,23,2.25
468,1,0,0,0,0,0,0,1,0,0,40,30,3,5,13,.17,0,0,2,6,18,.94999999,.94,.94999999,4,3,1,1,110792,,9,32,4,5,26,.13,1,2,6,18,.97000003,.83999997,.86000001,4,3,58,29,-29
469,1,0,0,0,0,0,0,1,0,0,8,27,5,5,39,.25,0,80,2,6,18,.92000002,.72000003,.95999998,3,2,1,1,111692,1,7,39,4,4.5,41,.23,0,2,6,18,.92000002,.81,.87,3,3,26.5,30.5,4
470,1,0,0,0,0,0,0,1,0,0,10.5,30,3,5.5,,.30000001,0,0,2,6,18,.97000003,.83999997,.94,3,3,1,1,111792,2,18,10,3,4.75,13,.15000001,1,2,6,18,1.03,.83999997,.94,3,2,28.5,26,-2.5
471,1,0,0,0,0,0,0,1,0,2,25,20,4,4.25,26,,0,50,2,6,18,.97000003,.83999997,.91000003,2,2,1,1,111692,,12,23,3,4.25,26,.15000001,0,2,6,18,.97000003,.86000001,.91000003,3,1,39,26.5,-12.5
472,1,0,0,0,0,0,0,1,0,2,37.5,2,3,4.25,52,,0,80,2,6.5,16.5,.97000003,1.05,.91000003,3,3,1,1,110792,,8,25,3,4.9000001,13,.18000001,0,2,6,17,.95999998,.83999997,.91000003,3,3,41.5,23.5,-18
473,1,0,0,0,0,0,0,1,0,0,5,27,4,4.75,26,.5,1,50,2,6,17,.97000003,.86000001,.88999999,3,2,1,1,111792,1,26,15,2,4.5,19,.13,0,2,6,17,.97000003,.83999997,.86000001,3,3,22.5,35.5,13
474,1,0,0,0,0,0,0,1,0,2,6,9,3,5,26,.37,0,0,2,9,12.5,1.13,.98000002,1.01,3,1,2,1,122292,1,5,20,3,4.5,,0,0,2,8.5,13,1.09,.94,.94,3,2,13.5,18,4.5
475,1,0,0,0,0,0,0,1,0,1,25,8,3,4.5,,,0,60,1,7,15,1.02,.88999999,.89999998,3,3,1,1,110792,,10,16,3,4.5,26,.15000001,0,1,7,15,1.02,.94,.89999998,3,3,32,21,-11
476,1,0,0,0,0,0,1,0,0,2,6,30,3,4.25,52,.12,0,60,2,6,18,.94999999,.79000002,.91000003,3,3,1,1,111792,1,5,30,3,4.75,52,.2,0,2,6,18,.95999998,.83999997,1.1799999,3,3,24,23,-1
477,1,0,0,0,0,0,0,1,0,1,8,28,4,4.25,39,.12,1,50,2,6.5,16.5,.97000003,.77999997,.99000001,3,3,1,1,110792,,6,20,4,6.25,26,.5,0,2,6,17,.95999998,.83999997,.88999999,3,3,26,20,-6
478,1,0,0,0,0,0,1,0,0,0,32,25,4,4.5,13,.22,0,30,2,6,19,.97000003,.86000001,.91000003,3,3,2,1,122292,1,8,30,4,4.3499999,13,.25,0,2,6,18,1.01,.88,.91000003,3,2,48.5,27,-21.5
481,2,1,0,0,0,0,0,1,0,2,5,17.5,3,5.25,26,.25,1,0,3,11,10,.94999999,.74000001,2.53,5,4,1,1,111792,2,15,4,3,5,26,.25,1,2,11,11,.74000001,.73000002,2.53,3,3,16.75,20,3.25
483,2,1,0,0,0,0,0,1,0,0,1,15,1,5,13,.07,1,0,2,11,10,.94,.73000002,2.3199999,4,3,1,1,111292,,4,13,3,4.75,13,.18000001,0,1,11,11,.94999999,.74000001,2.3299999,4,3,9.5,13.5,4
485,2,1,0,0,0,0,0,1,0,2,1,9,3,4.5,26,.37,0,80,2,11,10,.94999999,.74000001,2.3299999,4,3,1,1,111292,,4,12,3,4.5,19,,0,2,11,11,1.01,.73000002,2.3199999,4,3,8.5,13,4.5
487,3,1,0,0,0,0,0,1,0,0,10,6,2,5,13,.17,1,0,2,10,11.5,1.11,.91000003,.94999999,6,3,1,1,111192,,6,20,3,4.75,26,.1,0,2,10.5,11,1.05,1.01,.94,6,1,15,19,4
488,3,0,0,0,0,0,0,1,0,1,20,13,3,5,13,.25,1,0,2,6,16,1.05,.79000002,1.01,5,5,1,1,111192,,5,15,3,4.75,26,.13,0,2,7,15,1.01,1.01,.94,5,3,29.5,15.5,-14
489,3,0,0,0,0,0,0,1,0,2,5,23,2,5,13,.37,1,6,2,7,14,1.05,1.01,.94,4,4,1,1,111892,2,2,19,3,4.25,26,.13,0,2,10,11.5,1.01,1.01,1.05,6,3,18.5,14.5,-4
490,3,1,0,0,0,0,0,1,0,0,10,12.5,4,5,13,.12,0,0,2,6,16,1.05,1.01,1.05,4,4,1,1,111692,1,2,18,3,5,26,.28,0,2,6,16,1.01,1.01,1.05,5,3,20.25,14,-6.25
491,3,0,0,0,0,0,0,1,0,0,4,25,2,4.5,13,.37,0,100,2,8.5,13,1.05,.91000003,.94999999,3,2,2,3,123092,3,0,0,0,,,,,,,,,,,,,18.5,0,-18.5
492,3,1,0,0,0,0,0,1,0,0,2,16,3,4.5,13,.25,0,75,2,9,12.5,1.11,1.05,.94,2,1,1,1,111192,,4,15,2,4.5,19,.1,0,2,9,12.5,1.11,1.11,1.05,2,1,13,13.5,.5
493,3,1,0,0,0,0,1,0,0,0,27,12,3,5,26,.25,0,0,2,6,16,1.05,.89999998,2.01,6,3,1,1,111192,,0,30,4,4.9000001,13,.25,0,2,6,16,1.02,1.01,.83999997,3,3,36,19,-17
495,3,0,0,0,0,0,0,1,0,2,4,28,3,5,26,.25,0,2,2,7,15,1.05,1.01,.94,3,3,1,1,111192,,8,20,3,5,26,.25,1,2,6,16,.95999998,1.01,1.01,5,3,21,21,0
496,3,1,0,0,0,0,0,1,0,0,10,15,3,5,13,.17,1,0,2,6,16,1.05,.89999998,.73000002,5,3,1,1,111192,,10,10,3,4.75,19,.18000001,0,2,6,16,1.01,1.01,.88999999,,,20.5,18,-2.5
497,4,1,0,0,0,0,0,1,0,0,12,15,3,4.5,13,.15000001,1,37,2,10,12,.91000003,.83999997,.83999997,2,2,1,1,111392,,,,5,,,,0,2,10,12,1.01,.89999998,.79000002,2,2,22.5,,
498,4,1,0,0,0,0,0,1,0,2,20,10,3,4.75,26,.1,1,75,2,10,12,.91000003,.83999997,.85000002,2,2,1,1,111792,2,21,5.5,3,5,26,,1,2,10,12,.98000002,.83999997,.89999998,2,2,28,26.75,-1.25
499,4,1,0,0,0,0,0,1,0,0,0,28,5,5,26,.07,1,11,2,10,12,.89999998,.69,1.75,2,2,1,1,111492,1,0,31,5,5,26,.1,1,2,10,12,.89999998,.69,.94,2,2,19,20.5,1.5
501,1,0,0,0,0,0,0,1,0,0,14,15,3,4.25,4,.37,1,63,2,6.5,16.5,.83999997,.83999997,.94,3,3,1,1,111792,2,30,15,6,4.75,4,.34999999,1,1,6,18,1.03,.91000003,.91000003,3,3,24.5,43.5,19
503,1,0,0,0,0,0,0,1,0,2,7.5,14,4,4.75,,.12,0,100,2,6.5,16.5,.97000003,.83999997,.91000003,3,3,1,1,110792,,35,6.5,3,4.5,13,.15000001,0,2,6,18,.97000003,.83999997,1,3,3,18.5,41.25,22.75
506,2,1,0,0,0,0,1,0,0,0,3,7,2,,13,.37,0,30,2,11,10,.94999999,.74000001,2.3299999,3,3,1,1,111292,,3,7,4,5,19,.25,,1,11,11,.94999999,.74000001,2.3299999,4,3,8.5,10.5,2
509,3,1,0,0,0,0,0,1,0,2,3,16,3,5,13,.25,0,30,2,6,16,1.05,.94999999,1.16,6,3,1,1,111192,,5.5,10,3,4.25,26,.2,0,2,6.5,15.5,1,1.01,.94,3,2,14,13.5,-.5
510,3,1,0,0,0,0,0,1,0,0,7,25,4,4.25,26,.25,0,60,2,6,16,1.05,.91000003,1.05,3,3,1,1,111892,2,2.5,17.5,3,,13,,1,2,7,15,1.05,1.01,,5,3,23.5,14.25,-9.25
511,3,1,0,0,0,0,0,1,0,0,4,16,3,4.75,9,.15000001,0,75,2,6,16.5,1.01,.91000003,1.05,4,4,1,1,111192,,3,13,3,4.75,,,0,2,7,15,1.01,1.01,.88999999,6,2,15,12.5,-2.5
514,3,0,0,0,0,0,0,1,0,0,5,20,3,4.5,26,.25,0,25,2,6,16,.94,.89999998,.94,5,3,1,1,111192,1,23,16,3,4.25,10,.2,0,2,6,16,.94999999,.94999999,1.05,6,4,18,34,16
515,3,1,0,0,0,0,0,1,0,0,7,16,4,5,13,.2,0,33,2,6,16,1.05,.94,1.16,5,3,1,1,111192,,5,19,3,4.75,13,.18000001,0,2,6,16,1.01,1.01,.94,5,4,19,17.5,-1.5
516,3,1,0,0,0,0,0,1,0,2,6,22.5,3,4.75,13,.12,0,23,3,6,16,1.05,.91000003,1.05,4,3,1,1,111692,,2,12,2,4.9099998,14,.18000001,1,2,8,14,1.01,.94999999,.88999999,5,3,20.25,10,-10.25
521,1,0,0,0,0,0,1,0,0,0,2.5,20,3,4.25,13,,1,50,2,6.5,16.5,,,.51999998,4,4,1,1,110792,,0,12,8,4.4000001,13,.13,1,2,7,16,.41,.83999997,.88999999,4,2,15.5,14,-1.5
522,1,0,0,0,0,0,1,0,0,2,2,30,4,4.3499999,26,.2,0,75,3,7,16,1,.87,.94,3,3,1,1,110792,,3,23,3,4.25,26,.15000001,0,3,7,16,1,.74000001,.94999999,3,3,21,17.5,-3.5
