newid,cohort,star,cltype,schidkn,pscore,classid,cs,female,white,sage,drop,free_lunch
95217,k,1,3,70,48.778412,20961,24,0,1,5.5,0,1
107929,k,1,3,7,48.778412,2106,24,0,1,5,0,1
160765,k,1,3,18,48.778412,5300,22,1,0,5.25,1,0
135033,k,1,3,26,48.839638,7700,20,0,0,5,0,1
69809,k,1,3,68,48.839638,20300,27,0,0,5.5,0,1
119472,k,1,3,50,48.86517,14900,22,1,1,5.5,0,1
25590,k,1,3,2,48.86517,600,19,0,0,5.75,0,1
17946,k,1,3,2,48.908005,600,19,1,0,6,0,1
28043,k,1,3,28,48.923183,8334,22,0,0,5,1,0
1183,k,1,3,19,48.923183,5617,22,0,0,5.5,1,1
92303,k,1,3,15,48.991463,4400,15,1,0,5.5,0,1
142710,k,1,3,66,48.991463,19758,22,1,1,5.75,0,1
39643,k,1,3,80,48.991463,23600,21,1,1,5,0,0
61949,k,1,3,58,49.133465,17350,22,0,1,5.25,0,0
10647,k,1,3,58,49.133465,17350,22,1,1,5.75,0,0
154895,k,1,3,46,49.133465,13700,23,1,1,5.5,0,0
125947,k,1,3,46,49.133465,13700,23,1,1,5,0,0
159402,k,1,3,31,49.171707,9200,19,1,0,5,0,1
94479,k,1,3,9,49.171707,2712,21,1,1,5.5,1,0
126144,k,1,3,63,49.226913,18854,22,1,0,5.5,0,1
56758,k,1,3,63,49.226913,18854,22,0,1,5.75,0,0
93895,k,1,3,64,49.226913,19100,23,0,1,5.75,0,0
145088,k,1,3,43,49.241455,12800,23,1,1,5.5,0,0
85062,k,1,3,13,49.241455,3900,22,0,1,5.75,0,1
81057,k,1,3,42,49.476757,12500,24,1,1,5.5,1,0
110126,k,1,3,48,49.559055,14300,21,1,1,5.25,0,0
107162,k,1,3,49,49.559055,14600,20,1,1,7,1,1
184541,k,1,3,9,49.559055,2713,21,1,0,5.25,0,0
94204,k,1,3,51,49.860321,15243,24,0,1,5.25,1,0
1561,k,1,3,69,49.860321,20600,23,0,1,5,0,0
49465,k,1,3,1,49.860321,300,20,1,1,5,0,0
81561,k,1,3,28,49.860321,8334,22,0,0,6,1,1
179691,k,1,3,68,49.860321,20300,27,1,1,6,0,1
10971,k,1,3,33,49.895695,9837,27,0,0,5,0,1
60639,k,1,3,29,49.895695,8600,19,0,0,5.5,0,1
3757,k,1,3,45,49.895695,13400,24,0,0,5.25,0,1
129142,k,1,3,76,49.914177,22700,23,0,1,5.75,0,0
22701,k,1,3,65,49.948277,19400,19,0,1,5.25,0,0
53931,k,1,3,60,50.00631,17900,21,0,1,6,0,1
59865,k,1,3,53,50.00631,15800,22,1,1,5,0,1
174577,k,1,3,61,50.00631,18200,22,1,1,5.5,0,0
21121,k,1,3,2,50.00631,600,19,0,0,5.5,0,0
98941,k,1,3,69,50.016159,20600,23,0,1,5.25,0,0
164236,k,1,3,74,50.016159,22100,25,1,1,5.25,0,0
165305,k,1,3,64,50.301338,19100,23,1,1,5,0,1
93351,k,1,3,4,50.301338,1200,24,1,1,5.75,0,0
156999,k,1,3,6,50.301338,1800,23,0,1,5.75,1,0
35152,k,1,3,37,50.44516,11039,24,0,1,5.5,0,0
139119,k,1,3,48,50.44516,14340,23,1,1,5.5,0,1
176108,k,1,3,70,50.44516,20962,23,0,1,5.25,1,0
2685,k,1,3,61,50.44516,18200,22,0,1,5.25,0,0
165230,k,1,3,36,50.466461,10700,24,1,1,5.25,0,1
124176,k,1,3,29,50.466461,8600,19,0,0,5.5,1,1
35276,k,1,3,1,50.926521,300,20,1,1,5.25,0,0
37655,k,1,3,67,50.926521,20000,18,1,1,5.75,0,0
25034,k,1,3,35,50.926521,10400,25,0,1,5,0,0
41098,k,1,3,19,51.000973,5618,26,0,0,5,0,1
49676,k,1,3,44,51.102577,13100,23,0,0,5.25,0,1
30571,k,1,3,5,51.102577,1500,21,1,1,5,0,0
139048,k,1,3,29,51.119583,8600,19,0,0,4.75,1,1
97855,k,1,3,41,51.119583,12200,22,0,1,5.5,1,0
77610,k,1,3,41,51.119583,12200,22,0,0,5,1,0
72377,k,1,3,20,51.119583,5900,21,1,0,5,0,0
55968,k,1,3,24,51.234703,7100,18,0,0,5.5,0,0
20830,k,1,3,62,51.234703,18500,23,0,1,6.25,0,0
18726,k,1,3,29,51.275105,8600,19,1,0,5.75,0,1
89719,k,1,3,12,51.449486,3600,23,1,1,5.75,0,0
142177,k,1,3,67,51.449486,20000,18,1,1,5.5,0,0
90393,k,1,3,58,51.449486,17349,24,1,1,5,0,0
161884,k,1,3,39,51.449486,11600,19,0,1,5.25,0,1
7945,k,1,3,49,51.449486,14600,20,1,1,5,0,0
139094,k,1,3,45,51.449486,13400,24,0,0,4.75,0,1
136215,k,1,3,8,51.510864,2400,23,1,1,5.75,1,0
101470,k,1,3,53,51.510864,15800,22,1,1,5.25,0,0
87358,k,1,3,60,51.510864,17900,21,0,1,5.25,1,1
105820,k,1,3,66,51.510864,19757,24,1,1,5.25,0,0
137292,k,1,3,32,51.587135,9536,22,1,0,5.25,0,1
136502,k,1,3,48,51.587135,14300,21,1,1,5.75,0,1
157469,k,1,3,37,51.587135,11000,27,0,1,5.25,0,0
174102,k,1,3,72,51.587135,21565,44,1,1,5.75,0,1
169385,k,1,3,46,51.903984,13700,23,1,0,5,0,0
20446,k,1,3,9,51.903984,2712,21,0,1,5.25,0,0
47289,k,1,3,43,52.089916,12800,23,1,1,6,1,0
78385,k,1,3,5,52.093193,1500,21,0,1,5.5,0,0
160922,k,1,3,48,52.093193,14340,23,0,1,5,0,1
157821,k,1,3,23,52.093193,6800,23,0,0,5.25,0,0
91919,k,1,3,47,52.093193,14000,26,0,1,5.5,0,0
67727,k,1,3,69,52.093224,20600,23,0,1,5.5,0,0
39577,k,1,3,79,52.093224,23300,22,0,1,5,1,1
36557,k,1,3,28,52.093224,8334,22,0,0,5.25,0,1
66875,k,1,3,51,52.093224,15244,25,0,1,5,1,1
119851,k,1,3,35,52.093224,10400,25,0,0,5,0,1
13195,k,1,3,40,52.119583,11900,23,1,1,5,0,1
6012,k,1,3,48,52.119583,14300,21,1,1,5.25,0,0
112455,k,1,3,48,52.21986,14300,21,1,1,5.75,0,1
147023,k,1,3,48,52.21986,14300,21,0,1,5.5,0,0
106315,k,1,3,29,52.21986,8600,19,0,0,5,1,1
167846,k,1,3,15,52.21986,4400,15,1,0,5.75,0,1
19681,k,1,3,67,52.21986,20000,18,0,1,5.5,1,0
138991,k,1,3,48,52.376678,14340,23,1,1,5.5,0,1
167713,k,1,3,55,52.474174,16400,21,1,1,5.5,0,0
26224,k,1,3,43,52.714569,12800,23,1,1,5.5,0,0
51004,k,1,3,6,52.714569,1800,23,0,1,5.25,1,0
103742,k,1,3,48,52.714569,14300,21,0,1,5.25,0,1
85196,k,1,3,78,52.716766,23000,23,1,1,5.25,0,0
65532,k,1,3,67,52.716766,20000,18,0,1,5.25,0,1
64497,k,1,3,5,52.716766,1500,21,1,1,5.5,0,0
57511,k,1,3,21,52.716766,6220,27,1,0,5.75,1,1
87182,k,1,3,25,52.716766,7400,27,0,0,5.25,0,1
70410,k,1,3,5,52.716766,1500,21,1,1,5,0,0
95307,k,1,3,63,52.716766,18854,22,0,1,6,0,1
36908,k,1,3,12,52.946739,3600,23,0,1,5.25,0,1
64473,k,1,3,47,52.946739,14000,26,1,1,5,0,0
175052,k,1,3,7,52.972256,2106,24,0,1,5.25,0,1
87836,k,1,3,78,53.019493,23000,23,0,1,5.25,0,0
138173,k,1,3,70,53.019493,20962,23,1,1,5.25,0,1
71595,k,1,3,53,53.019493,15800,22,1,0,5,0,1
76314,k,1,3,9,53.189018,2713,21,0,1,5,0,0
68448,k,1,3,51,53.269241,15244,25,1,0,5.5,1,1
73214,k,1,3,48,53.269241,14340,23,0,1,5.25,0,1
47302,k,1,3,46,53.269241,13700,23,0,1,5.75,0,0
123373,k,1,3,69,53.269241,20600,23,1,1,5.25,0,0
6223,k,1,3,58,53.321587,17349,24,1,1,5.5,0,0
160295,k,1,3,44,53.321587,13100,23,1,1,5.75,0,1
110703,k,1,3,50,53.321587,14900,22,1,1,5.5,0,0
34920,k,1,3,17,53.321587,5000,24,0,0,5.75,0,1
83833,k,1,3,58,53.352486,17350,22,0,1,5,1,0
174170,k,1,3,44,53.352486,13100,23,0,0,5,0,1
26426,k,1,3,64,53.352486,19100,23,0,1,5,0,0
21371,k,1,3,22,53.352486,6526,22,0,0,5,0,1
54108,k,1,3,9,53.398491,2712,21,0,1,5.25,0,0
43984,k,1,3,20,53.518654,5919,21,0,0,5.5,1,0
89758,k,1,3,21,53.518654,6221,28,0,1,5.25,1,1
158550,k,1,3,58,53.560593,17350,22,0,1,5.75,0,0
27853,k,1,3,69,53.560593,20600,23,1,1,5.25,0,0
184073,k,1,3,36,53.560593,10700,24,0,1,6,1,0
16008,k,1,3,51,53.856544,15244,25,0,1,5.75,0,0
89935,k,1,3,26,53.864914,7700,20,1,0,5.5,0,1
102112,k,1,3,52,53.864914,15500,22,1,1,5.5,0,0
88349,k,1,3,43,53.864914,12800,23,0,1,5.25,1,0
62254,k,1,3,19,53.878841,5617,22,0,0,5.25,0,1
73193,k,1,3,65,53.878841,19400,19,1,1,5,0,0
159047,k,1,3,73,53.948277,21800,22,1,1,5.75,0,1
47815,k,1,3,11,54.213303,3300,22,0,0,4.75,1,1
170620,k,1,3,22,54.352486,6526,22,0,0,5.25,1,1
122864,k,1,3,42,54.392796,12500,24,0,1,5.5,1,0
96336,k,1,3,25,54.392796,7400,27,0,1,5.5,0,0
157311,k,1,3,7,54.417389,2106,24,0,1,5.5,0,0
80093,k,1,3,8,54.417389,2400,23,0,1,5.25,0,1
2554,k,1,3,41,54.417389,12200,22,1,1,5,1,0
135356,k,1,3,49,54.417389,14600,20,1,1,5.25,0,1
23417,k,1,3,61,54.417389,18200,22,1,1,5,0,0
103312,k,1,3,72,54.417389,21565,44,0,1,5.5,0,1
177849,k,1,3,63,54.463562,18854,22,0,1,6,0,0
153872,k,1,3,21,54.463562,6221,28,0,0,5.5,0,0
120650,k,1,3,25,54.463562,7400,27,1,1,5,1,1
138054,k,1,3,60,54.463562,17900,21,1,1,5.75,0,1
33289,k,1,3,54,54.614609,16100,22,0,1,5,0,0
125408,k,1,3,37,54.677879,11000,27,0,1,5.5,0,0
64794,k,1,3,16,54.677879,4715,25,1,0,5,0,1
6095,k,1,3,24,54.677879,7100,18,0,0,5.5,0,0
35511,k,1,3,28,54.677879,8334,22,0,0,5.75,1,1
122966,k,1,3,62,54.677879,18500,23,0,1,5.75,0,0
153902,k,1,3,13,54.722359,3900,22,0,1,5.25,0,1
5164,k,1,3,36,54.786247,10700,24,1,1,5.25,0,0
5512,k,1,3,59,54.786247,17600,17,1,1,4.75,1,0
16815,k,1,3,6,54.889606,1800,23,1,1,5.5,1,0
100557,k,1,3,8,54.889606,2400,23,1,1,6.25,1,1
98557,k,1,3,23,54.943535,6800,23,0,0,5.25,0,0
162775,k,1,3,50,54.943535,14900,22,0,1,5.75,0,0
153674,k,1,3,52,54.986176,15500,22,0,1,5,0,0
73035,k,1,3,26,54.986176,7700,20,0,0,5,0,1
153274,k,1,3,43,54.990776,12800,23,0,1,6,0,0
56551,k,1,3,63,55.065155,18853,21,0,1,5.75,1,0
42315,k,1,3,51,55.179642,15243,24,1,1,5,1,0
98192,k,1,3,19,55.179642,5618,26,0,0,5.5,0,1
44028,k,1,3,21,55.676651,6221,28,1,1,5.25,0,0
111372,k,1,3,47,55.676651,14000,26,1,1,5.25,0,1
165825,k,1,3,58,55.676651,17349,24,0,1,5.5,0,0
43053,k,1,3,6,55.676651,1800,23,1,1,5.25,1,1
25815,k,1,3,75,55.676651,22400,22,0,1,5.75,0,0
183611,k,1,3,21,55.706806,6220,27,0,1,5,0,0
99548,k,1,3,49,55.727264,14600,20,1,0,5.25,0,1
167006,k,1,3,80,55.727264,23600,21,1,1,5.25,0,1
77884,k,1,3,16,55.727264,4715,25,1,0,5.25,0,1
40746,k,1,3,65,55.727264,19400,19,1,1,5,0,0
169417,k,1,3,38,55.727264,11300,19,0,1,5,0,1
141564,k,1,3,33,55.824821,9837,27,0,0,5.25,0,1
98717,k,1,3,52,55.864334,15500,22,0,1,5.25,1,0
108655,k,1,3,80,55.864334,23600,21,0,1,5.5,0,0
89291,k,1,3,55,55.949707,16400,21,0,1,5,0,1
23366,k,1,3,60,55.949707,17900,21,1,1,5.75,1,1
38384,k,1,3,1,55.976025,300,20,0,1,5.5,0,1
154422,k,1,3,12,55.976025,3600,23,1,1,5.75,0,0
119430,k,1,3,48,55.976025,14340,23,1,1,5.75,0,0
5951,k,1,3,34,56.134323,10100,20,1,1,5.5,0,0
145735,k,1,3,6,56.134323,1800,23,0,1,5.75,1,1
131466,k,1,3,1,56.556526,300,20,0,1,5,0,0
58954,k,1,3,23,56.556526,6800,23,0,1,5,1,0
162956,k,1,3,40,56.676651,11900,23,0,1,5.25,0,0
17201,k,1,3,49,56.676651,14600,20,1,1,5.5,0,0
20672,k,1,3,9,56.737999,2712,21,0,0,5.5,0,1
37671,k,1,3,42,56.737999,12500,24,0,1,5.75,1,0
75454,k,1,3,67,56.809242,20000,18,0,1,5.25,0,0
108817,k,1,3,34,56.809242,10100,20,0,1,5.5,0,0
182475,k,1,3,41,56.809242,12200,22,1,1,5,1,0
79945,k,1,3,25,56.875412,7400,27,1,0,5,0,1
147243,k,1,3,72,56.875412,21565,44,0,1,5,0,1
6801,k,1,3,22,56.875412,6525,20,1,0,5.5,0,1
93216,k,1,3,79,56.875412,23300,22,0,1,5.5,0,0
84785,k,1,3,55,56.875412,16400,21,0,1,5.5,0,0
112609,k,1,3,68,56.875412,20300,27,1,0,5.5,0,1
56240,k,1,3,12,56.962051,3600,23,0,1,5.5,0,0
77488,k,1,3,35,56.993961,10400,25,1,1,5.5,0,0
135611,k,1,3,21,56.993961,6220,27,0,0,5,0,1
133271,k,1,3,48,56.993961,14300,21,1,1,5.75,0,1
96782,k,1,3,54,56.993961,16100,22,1,1,5.25,0,0
64550,k,1,3,47,57.01915,14000,26,0,1,5.75,0,0
2074,k,1,3,58,57.159016,17349,24,1,1,5,1,0
171308,k,1,3,25,57.159016,7400,27,1,1,5.25,1,1
128928,k,1,3,41,57.159016,12200,22,1,1,5.5,1,0
93020,k,1,3,65,57.261555,19400,19,0,1,5.25,0,0
14636,k,1,3,65,57.261555,19400,19,0,1,5.25,0,0
48686,k,1,3,28,57.261555,8335,23,0,0,6.25,0,1
143520,k,1,3,66,57.33683,19758,22,0,1,5.5,0,0
122617,k,1,3,3,57.454048,903,24,0,1,5,0,0
51127,k,1,3,4,57.698502,1200,24,0,0,5.75,0,0
47902,k,1,3,66,57.698502,19757,24,0,1,5.25,0,0
183291,k,1,3,64,57.827797,19100,23,0,1,5,0,0
119062,k,1,3,25,57.827797,7400,27,1,0,5.75,0,1
118059,k,1,3,53,57.827797,15800,22,0,1,6,1,1
109713,k,1,3,50,57.951218,14900,22,1,1,5.5,0,1
7750,k,1,3,24,58.13467,7100,18,1,0,5.75,0,1
181998,k,1,3,33,58.13467,9837,27,1,0,5.25,0,1
90524,k,1,3,3,58.13467,903,24,1,1,5.25,0,1
159929,k,1,3,7,58.13467,2106,24,1,1,6,0,0
139401,k,1,3,8,58.13467,2400,23,0,1,5,1,1
28444,k,1,3,48,58.142109,14340,23,0,1,5.25,0,1
95102,k,1,3,58,58.142693,17349,24,0,1,5.25,0,0
175835,k,1,3,37,58.142693,11039,24,1,1,5,0,0
34223,k,1,3,19,58.142693,5618,26,0,0,5.5,0,1
104919,k,1,3,39,58.144272,11600,19,1,1,5.75,0,1
121565,k,1,3,66,58.213303,19758,22,0,1,5.25,0,0
81833,k,1,3,75,58.245434,22400,22,0,1,5,0,0
73776,k,1,3,29,58.245434,8600,19,1,0,5.5,0,1
155928,k,1,3,62,58.245434,18500,23,0,1,5.75,0,1
120631,k,1,3,35,58.245434,10400,25,1,1,4.75,0,0
24688,k,1,3,3,58.435913,902,23,0,1,5.5,0,0
164399,k,1,3,20,58.435913,5919,21,1,0,5.5,0,1
35342,k,1,3,9,58.559055,2712,21,1,1,5.25,0,0
67063,k,1,3,20,58.642609,5919,21,1,0,5.75,0,0
3901,k,1,3,17,58.642609,5000,24,0,1,5.25,0,0
103896,k,1,3,19,58.902206,5618,26,0,0,4.75,1,1
149505,k,1,3,76,58.902206,22700,23,1,1,5.5,0,1
130097,k,1,3,32,58.902206,9500,24,0,0,5.5,0,1
100721,k,1,3,17,58.902206,5000,24,0,1,5.5,0,0
105830,k,1,3,7,58.934395,2106,24,1,1,5.75,0,0
66044,k,1,3,55,59.080845,16400,21,0,1,5.25,0,0
51430,k,1,3,19,59.080845,5618,26,0,0,5.75,0,1
43294,k,1,3,47,59.080845,14000,26,0,1,5.25,0,0
76349,k,1,3,58,59.080845,17349,24,1,1,5.25,0,0
40455,k,1,3,73,59.080845,21800,22,0,1,4.75,0,0
56614,k,1,3,58,59.080845,17349,24,0,1,5.75,0,0
77068,k,1,3,27,59.114609,8032,25,0,0,5.25,0,1
126190,k,1,3,6,59.13467,1800,23,1,1,5.25,0,0
45440,k,1,3,74,59.13467,22100,25,0,1,5.5,0,0
67321,k,1,3,40,59.13467,11900,23,1,1,5,1,1
74826,k,1,3,54,59.13467,16100,22,1,1,6,0,0
149703,k,1,3,58,59.166801,17350,22,1,0,5.75,0,1
138119,k,1,3,57,59.166801,17000,20,0,1,5.75,0,0
10726,k,1,3,17,59.166801,5000,24,1,1,5.75,1,0
16827,k,1,3,75,59.166801,22400,22,1,1,5,0,0
36678,k,1,3,4,59.166801,1200,24,1,1,5.75,0,0
133246,k,1,3,62,59.223656,18500,23,1,1,5.25,0,0
153528,k,1,3,68,59.223656,20300,27,1,0,4.75,0,1
59617,k,1,3,23,59.223656,6800,23,0,0,5.5,0,0
151401,k,1,3,37,59.223656,11000,27,0,0,5,1,1
12705,k,1,3,72,59.223656,21565,44,1,1,5.5,0,1
41418,k,1,3,21,59.29084,6220,27,0,0,5,1,0
115099,k,1,3,67,59.29084,20000,18,1,1,5,1,0
109212,k,1,3,64,59.29084,19100,23,0,1,5.25,0,1
166287,k,1,3,58,59.29084,17349,24,0,1,5.5,0,0
134168,k,1,3,74,59.29084,22100,25,0,0,5.75,0,1
42847,k,1,3,58,59.29084,17349,24,1,1,5.5,0,0
166974,k,1,3,38,59.343315,11300,19,0,1,5.25,0,0
66141,k,1,3,28,59.343315,8335,23,0,0,5.25,0,1
90110,k,1,3,22,59.343315,6526,22,1,0,5.25,1,0
141757,k,1,3,3,59.343315,902,23,1,1,5.25,0,1
7350,k,1,3,65,59.343315,19400,19,1,1,5.75,0,1
150459,k,1,3,76,59.357117,22700,23,0,1,5,0,1
116683,k,1,3,71,59.357117,21200,24,0,1,5,0,0
110326,k,1,3,2,59.357117,600,19,1,1,5.75,0,1
152087,k,1,3,74,59.357117,22100,25,0,1,5.75,0,0
46720,k,1,3,27,59.362717,8031,25,0,0,5.5,0,0
87642,k,1,3,3,59.362717,903,24,1,1,5,0,1
24874,k,1,3,21,59.362717,6221,28,1,1,5,1,1
88961,k,1,3,71,59.494461,21200,24,1,1,5.5,1,0
69932,k,1,3,19,59.669785,5618,26,1,0,5.25,0,1
28729,k,1,3,51,59.669785,15244,25,1,1,5,1,0
92783,k,1,3,46,59.96183,13700,23,0,1,5.5,0,0
157559,k,1,3,50,60.044182,14900,22,1,0,5.75,0,1
146718,k,1,3,58,60.044182,17349,24,1,1,5.25,0,0
117920,k,1,3,48,60.151962,14300,21,0,1,5.5,0,0
100271,k,1,3,28,60.25322,8335,23,0,0,5.5,0,1
52406,k,1,3,20,60.25322,5919,21,1,0,5.75,0,1
27424,k,1,3,55,60.25322,16400,21,1,1,5.5,0,1
183773,k,1,3,40,60.377174,11900,23,0,1,5.25,0,1
1855,k,1,3,66,60.377174,19757,24,0,1,5.5,0,0
115930,k,1,3,37,60.377174,11000,27,1,1,5,0,0
52714,k,1,3,9,60.377174,2712,21,1,1,5,0,1
14735,k,1,3,70,60.377174,20962,23,1,1,5.5,0,0
113361,k,1,3,62,60.409702,18500,23,0,1,5.5,0,0
184298,k,1,3,61,60.409702,18200,22,1,1,5,0,0
179774,k,1,3,9,60.409702,2712,21,0,1,5.25,0,1
108203,k,1,3,47,60.412102,14000,26,1,1,5,0,
138135,k,1,3,35,60.412102,10400,25,0,1,5.75,0,0
104554,k,1,3,62,60.412102,18500,23,0,1,5,0,0
132551,k,1,3,27,60.550102,8031,25,1,0,5.75,0,1
58139,k,1,3,19,60.550102,5617,22,0,0,5,0,1
98511,k,1,3,33,60.550102,9838,27,1,0,5.5,0,1
167927,k,1,3,63,60.550102,18854,22,0,1,5.75,0,0
156094,k,1,3,3,60.550102,903,24,1,1,5.25,0,0
1952,k,1,3,17,60.873489,5000,24,1,0,5.5,0,0
174346,k,1,3,61,60.873489,18200,22,1,1,5,0,0
23067,k,1,3,29,60.893929,8600,19,0,0,5,0,1
64954,k,1,3,51,60.893929,15244,25,1,1,5,0,
9567,k,1,3,21,60.893929,6221,28,0,0,5.5,1,1
62057,k,1,3,78,60.966774,23000,23,1,1,5,0,1
167625,k,1,3,70,60.966774,20962,23,0,1,5,0,0
110364,k,1,3,8,61.070198,2400,23,0,1,5.25,0,0
126207,k,1,3,51,61.167297,15243,24,0,1,6.5,0,0
128198,k,1,3,3,61.173813,902,23,0,1,5.75,0,0
144119,k,1,3,8,61.173813,2400,23,0,1,5.75,0,0
122442,k,1,3,63,61.173813,18853,21,1,1,5,0,0
63819,k,1,3,4,61.173813,1200,24,0,1,5,0,0
116913,k,1,3,18,61.20063,5300,22,0,1,5.5,1,0
171116,k,1,3,15,61.237999,4400,15,1,0,5.25,0,1
56747,k,1,3,18,61.253685,5300,22,1,0,5,1,0
152007,k,1,3,20,61.253685,5900,21,0,0,5.75,1,1
137511,k,1,3,50,61.475037,14900,22,1,1,5.75,0,1
7713,k,1,3,65,61.550102,19400,19,1,1,5.5,0,1
182362,k,1,3,3,61.550102,902,23,0,1,5,0,0
12311,k,1,3,44,61.560249,13100,23,0,0,5.75,0,0
180729,k,1,3,37,61.560249,11000,27,1,1,5,0,1
28841,k,1,3,19,61.641068,5618,26,1,0,5,1,1
10044,k,1,3,49,61.641068,14600,20,1,1,5.25,0,1
158765,k,1,3,22,61.656616,6526,22,1,0,5.25,0,1
92793,k,1,3,57,61.801338,17000,20,0,1,5,1,0
107879,k,1,3,21,61.801338,6221,28,1,0,5.75,1,0
179830,k,1,3,21,61.818626,6221,28,1,1,5.75,0,1
81158,k,1,3,14,61.818626,4100,21,1,0,5.75,0,1
169537,k,1,3,57,61.883347,17000,20,1,1,5.5,0,0
16983,k,1,3,63,62.015465,18854,22,0,1,5.75,0,0
35261,k,1,3,71,62.015465,21200,24,0,1,5.25,0,0
124748,k,1,3,40,62.286247,11900,23,1,1,5.25,0,1
148905,k,1,3,71,62.32196,21200,24,0,1,5,0,0
169047,k,1,3,33,62.32196,9838,27,1,0,5.75,0,1
147713,k,1,3,4,62.340103,1200,24,0,1,5.5,0,0
133824,k,1,3,21,62.342606,6220,27,1,1,5.5,0,0
15350,k,1,3,19,62.377258,5618,26,1,0,5.75,0,1
47519,k,1,3,21,62.419888,6221,28,1,1,5.5,1,1
141900,k,1,3,70,62.419888,20962,23,0,1,5.25,0,0
73437,k,1,3,51,62.609978,15243,24,1,1,5.25,0,0
177273,k,1,3,8,62.609978,2400,23,1,1,5,1,0
178383,k,1,3,80,62.609978,23600,21,1,1,5.5,0,0
75734,k,1,3,33,62.609978,9837,27,0,0,5.75,0,1
172635,k,1,3,9,62.633057,2712,21,1,1,5,0,0
33788,k,1,3,62,62.70134,18500,23,1,1,5.25,0,0
67889,k,1,3,39,62.819511,11600,19,1,1,5.5,0,1
31662,k,1,3,19,62.844772,5618,26,1,0,5.25,0,1
123082,k,1,3,31,62.844772,9200,19,1,0,5,0,1
43070,k,1,3,67,62.844772,20000,18,1,1,5.25,0,1
185068,k,1,3,9,63.071327,2712,21,1,1,5.25,0,1
87665,k,1,3,23,63.145096,6800,23,1,0,5.5,0,0
140399,k,1,3,13,63.145096,3900,22,0,1,5.5,0,0
178463,k,1,3,66,63.176338,19758,22,0,1,5.5,0,0
129227,k,1,3,68,63.303101,20300,27,1,0,5,0,1
25360,k,1,3,58,63.309361,17349,24,0,1,5.5,0,0
140874,k,1,3,54,63.309361,16100,22,0,1,5,0,0
160460,k,1,3,50,63.346653,14900,22,1,1,5.25,1,1
9744,k,1,3,66,63.346653,19757,24,1,1,5.5,0,1
10749,k,1,3,49,63.424789,14600,20,0,1,5.25,0,1
31019,k,1,3,35,63.484581,10400,25,1,1,5,0,1
74023,k,1,3,34,63.491463,10100,20,0,1,5.75,0,0
45351,k,1,3,11,63.491463,3300,22,0,1,5.75,0,1
38765,k,1,3,70,63.568035,20962,23,1,1,5.25,0,0
149644,k,1,3,73,63.568035,21800,22,0,1,5.25,0,0
82545,k,1,3,68,63.571327,20300,27,1,1,5.5,0,0
172127,k,1,3,42,63.762474,12500,24,0,1,5.5,1,0
79900,k,1,3,27,63.819511,8031,25,1,0,5.25,1,1
101310,k,1,3,60,63.819511,17900,21,1,1,5.25,1,1
171520,k,1,3,70,63.819511,20961,24,0,1,5.5,0,1
83598,k,1,3,3,63.889519,903,24,1,1,5.25,1,0
96682,k,1,3,27,63.889519,8032,25,0,0,5,0,1
48910,k,1,3,41,63.889519,12200,22,1,1,5.25,1,0
129281,k,1,3,6,63.986748,1800,23,1,1,5.5,1,0
66171,k,1,3,66,64.207512,19758,22,0,1,5,0,1
75286,k,1,3,1,64.207512,300,20,0,1,5.75,0,0
98234,k,1,3,29,64.276642,8600,19,0,0,5,1,1
95697,k,1,3,46,64.293243,13700,23,1,1,5.5,1,0
57553,k,1,3,19,64.429428,5617,22,1,0,5.5,0,1
25853,k,1,3,24,64.433075,7100,18,0,0,5.25,1,0
112560,k,1,3,1,64.433075,300,20,0,1,5.5,0,0
9851,k,1,3,23,64.433075,6800,23,1,0,5,0,0
119552,k,1,3,73,64.433075,21800,22,0,1,5.5,0,0
91711,k,1,3,17,64.506775,5000,24,1,1,5.5,0,0
164655,k,1,3,8,64.506775,2400,23,0,1,5.5,0,0
178555,k,1,3,65,64.646667,19400,19,0,1,5,0,0
22156,k,1,3,73,64.646667,21800,22,1,1,5.25,0,0
78473,k,1,3,14,64.827293,4100,21,0,0,5,0,0
166230,k,1,3,41,64.827293,12200,22,0,0,5.75,1,0
135111,k,1,3,22,64.827293,6525,20,1,0,5.75,0,1
91887,k,1,3,15,64.966774,4400,15,0,0,5.5,0,1
67084,k,1,3,6,64.966774,1800,23,1,1,5.25,1,0
24057,k,1,3,74,64.987381,22100,25,1,1,6,0,0
170489,k,1,3,79,65.025406,23300,22,0,1,5,0,0
71517,k,1,3,72,65.025406,21565,44,1,1,5.25,0,0
12415,k,1,3,64,65.040535,19100,23,0,1,5.5,1,0
85423,k,1,3,36,65.111748,10700,24,0,1,5.5,0,0
106123,k,1,3,65,65.111748,19400,19,0,1,5,0,0
128543,k,1,3,3,65.116379,903,24,0,1,5.5,0,1
46736,k,1,3,37,65.159363,11039,24,0,1,5.5,0,0
58252,k,1,3,71,65.159363,21200,24,0,1,5.25,1,0
32031,k,1,3,72,65.232605,21565,44,0,1,5.5,0,1
42125,k,1,3,80,65.550354,23600,21,1,1,5.25,0,0
178657,k,1,3,68,65.550354,20300,27,0,1,5.5,0,0
54349,k,1,3,21,65.578766,6221,28,1,1,5.25,0,1
156103,k,1,3,33,65.578766,9837,27,1,0,5.75,0,1
129966,k,1,3,16,65.578766,4714,26,0,0,5.25,0,1
52894,k,1,3,12,65.578766,3600,23,1,1,5.25,1,1
